iter	Logloss
487	0.1128456116
488	0.1126224327
489	0.1123692703
490	0.112105093
491	0.1118565083
492	0.1115786934
493	0.1112948227
494	0.110973196
495	0.1106676102
496	0.11041502
497	0.1102011776
498	0.1098601913
499	0.1095145798
500	0.1092527294
501	0.1089625359
502	0.1087136745
503	0.1084604836
504	0.1082518291
505	0.1079690552
506	0.1076903439
507	0.1074502373
508	0.1071901894
509	0.1070020199
510	0.1067285156
511	0.1063475609
512	0.1060615826
513	0.1058768082
514	0.1055480385
515	0.1052775955
516	0.10504673
517	0.1047312355
518	0.1044900608
519	0.104257431
520	0.1040099144
521	0.1038197422
522	0.103525238
523	0.1032219696
524	0.103008709
525	0.1027774811
526	0.1025691128
527	0.1023420906
528	0.1020519924
529	0.1018801403
530	0.1016444969
531	0.1013769722
532	0.101126976
533	0.1008982468
534	0.1005824661
535	0.1003612518
536	0.1000737858
537	0.0999005127
538	0.09965330124
539	0.09945649147
540	0.09918748856
541	0.0990017128
542	0.09881788254
543	0.09860728264
544	0.09833950996
545	0.09809448242
546	0.09791935921
547	0.09770169258
548	0.09732711792
549	0.09706789017
550	0.09684054375
551	0.09662161827
552	0.09644319534
553	0.09623732567
554	0.09600505829
555	0.09578409195
556	0.09548371315
557	0.09529314041
558	0.09510259628
559	0.09495702744
560	0.09480004311
561	0.09458737373
562	0.09436857224
563	0.09414710045
564	0.09397539139
565	0.09378373146
566	0.09348820686
567	0.09329612732
568	0.09309183121
569	0.09281198502
570	0.09255491257
571	0.09233309746
572	0.09214103699
573	0.09195719719
574	0.09181303024
575	0.09159420013
576	0.09138755798
577	0.09110929489
578	0.0908184433
579	0.09059640884
580	0.09038228989
581	0.0902450943
582	0.08997629166
583	0.08972435951
584	0.08956461906
585	0.08933078766
586	0.0891221714
587	0.08891029358
588	0.08877218246
589	0.08860053062
590	0.08845919609
591	0.08830137253
592	0.08809000015
593	0.08793716431
594	0.08777385712
595	0.08756242752
596	0.08733140945
597	0.08715313911
598	0.08693580627
599	0.08678623199
600	0.08662485123
601	0.0864699173
602	0.08626113892
603	0.08605349541
604	0.08584442139
605	0.08568796158
606	0.08555574417
607	0.08539190292
608	0.08514263153
609	0.08501033783
610	0.08480876923
611	0.08463537216
612	0.08454078674
613	0.08437450409
614	0.08420529366
615	0.08408250809
616	0.08392773628
617	0.08369117737
618	0.08350799561
619	0.08330655098
620	0.08313638687
621	0.08297823906
622	0.08278440475
623	0.08261384964
624	0.0824080658
625	0.08219046593
626	0.08200366974
627	0.08190796852
628	0.08168275833
629	0.08148712158
630	0.0813243103
631	0.08115655899
632	0.081003685
633	0.08076946259
634	0.08059332848
635	0.08041057587
636	0.08025100708
637	0.0800843811
638	0.07985002041
639	0.07964771748
640	0.07948273659
641	0.07920762062
642	0.07904463768
643	0.07888674736
644	0.0787103653
645	0.0785649538
646	0.07836984158
647	0.07821930885
648	0.07808223724
649	0.07793488026
650	0.0777863884
651	0.07768126488
652	0.07753922462
653	0.07733658791
654	0.07724027634
655	0.07706420898
656	0.07693305969
657	0.07668091774
658	0.07652833462
659	0.07637541294
660	0.0762953043
661	0.07613004684
662	0.07596693516
663	0.07584674835
664	0.07571907043
665	0.07557789803
666	0.07542355061
667	0.07528543472
668	0.07517197132
669	0.07505401134
670	0.07488246918
671	0.07471448898
672	0.07450801373
673	0.07436534405
674	0.07423134327
675	0.07410831451
676	0.07399093151
677	0.07378211975
678	0.07361434937
679	0.07348423004
680	0.07331049442
681	0.07318130016
682	0.07302690506
683	0.0728728056
684	0.07275128365
685	0.07262404919
686	0.07247264862
687	0.07239103317
688	0.07225549698
689	0.0721172142
690	0.07199813366
691	0.07186660767
692	0.07170575619
693	0.07154735088
694	0.07137872219
695	0.07126725197
696	0.07106939793
697	0.07094495296
698	0.07077021122
699	0.07062399864
700	0.07055009842
701	0.07045488358
702	0.07029470444
703	0.07015694618
704	0.06996713638
705	0.06987107277
706	0.06971286774
707	0.06958511829
708	0.06942305088
709	0.06926427364
710	0.06911503315
711	0.06893644333
712	0.06881450176
713	0.06870896339
714	0.06861125469
715	0.06848923206
716	0.0683816433
717	0.06826079369
718	0.06813088417
719	0.06796994209
720	0.06785503387
721	0.06773489475
722	0.06754610062
723	0.06742324829
724	0.06730716228
725	0.0672136116
726	0.06709956169
727	0.06697453499
728	0.06691541672
729	0.06679121017
730	0.06667241096
731	0.0665307045
732	0.06639742374
733	0.06620619774
734	0.06610839844
735	0.06593157768
736	0.06579165459
737	0.06561427116
738	0.06547960281
739	0.06538012505
740	0.06525619507
741	0.06512783527
742	0.06499471664
743	0.06485978603
744	0.06472543716
745	0.06460974216
746	0.06443585873
747	0.06429329395
748	0.06418066978
749	0.06401628494
750	0.06388164997
751	0.06376253128
752	0.06363603115
753	0.06352459908
754	0.06333555222
755	0.06322673798
756	0.06308341026
757	0.06294929981
758	0.06282249928
759	0.06272046089
760	0.06260090828
761	0.06250960827
762	0.06241539955
763	0.06229636192
764	0.06219237328
765	0.06207205772
766	0.0619720602
767	0.0618594265
768	0.06177105427
769	0.06165610313
770	0.0615439415
771	0.06145259857
772	0.06132948875
773	0.06119819641
774	0.06105511189
775	0.06092894554
776	0.06081314087
777	0.06071395874
778	0.060496068
779	0.06041082382
780	0.06033977985
781	0.06022807121
782	0.06011429787
783	0.06002625465
784	0.05990949631
785	0.05983960152
786	0.05975003242
787	0.05965470791
788	0.05954156876
789	0.05942770958
790	0.05933348656
791	0.05920382023
792	0.05906816483
793	0.05893571377
794	0.0588497448
795	0.05875385761
796	0.05864596367
797	0.05855026245
798	0.05844970703
799	0.05835459709
800	0.05825292587
801	0.05815808296
802	0.05802275658
803	0.05789834499
804	0.05780045033
805	0.05767994881
806	0.05757789612
807	0.05749742508
808	0.05740189552
809	0.05727463722
810	0.05715575695
811	0.05705173016
812	0.05695241928
813	0.05681829929
814	0.05669380188
815	0.05659115791
816	0.05647975922
817	0.05640602589
818	0.05630950928
819	0.05618527889
820	0.05609797478
821	0.05600085735
822	0.05591510773
823	0.05580893517
824	0.05572607517
825	0.05559915543
826	0.05549654961
827	0.05540565014
828	0.05531673431
829	0.055212183
830	0.05509365082
831	0.05498058796
832	0.05484926224
833	0.0547549057
834	0.05465135098
835	0.05454034328
836	0.05441409111
837	0.05433259487
838	0.05421766281
839	0.05410871506
840	0.05402744293
841	0.05392426491
842	0.0538440609
843	0.05374796867
844	0.05367499352
845	0.05358688354
846	0.05350968361
847	0.05344286919
848	0.05337355614
849	0.05328103065
850	0.0531938982
851	0.05310662746
852	0.0530280304
853	0.05292304039
854	0.05285834312
855	0.05280287743
856	0.05269945145
857	0.05263437271
858	0.05256634235
859	0.05245599747
860	0.05236734867
861	0.05226777077
862	0.05219953537
863	0.05212558746
864	0.05200711727
865	0.05191934586
866	0.05183660507
867	0.0517458725
868	0.05165284157
869	0.05158957005
870	0.05150758743
871	0.05142781258
872	0.05138231277
873	0.05131756306
874	0.05123814106
875	0.05113289356
876	0.05101639271
877	0.05092844963
878	0.05082959175
879	0.05077062607
880	0.05069015026
881	0.05062304974
882	0.05052581787
883	0.05041194916
884	0.05032622337
885	0.05022776604
886	0.05015897274
887	0.05008958817
888	0.05001068115
889	0.04992741585
890	0.04986477852
891	0.04980612755
892	0.04971131802
893	0.04963491917
894	0.04956680298
895	0.04949018955
896	0.04943529606
897	0.0493598938
898	0.04928545475
899	0.0492309761
900	0.04912626266
901	0.04903765678
902	0.0489723587
903	0.04889543533
904	0.04882946014
905	0.04876563072
906	0.04864409924
907	0.04856310844
908	0.04849532127
909	0.04843087196
910	0.04834821224
911	0.04829870701
912	0.0482224369
913	0.04814451218
914	0.04804077148
915	0.04794882774
916	0.04788298607
917	0.04781218052
918	0.04772498608
919	0.04765735149
920	0.04760735512
921	0.04752912521
922	0.04745575905
923	0.04741018295
924	0.04733534813
925	0.04725453854
926	0.04718500614
927	0.04710891724
928	0.04706410885
929	0.04697011948
930	0.04690433502
931	0.04681968689
932	0.0467538023
933	0.04666929722
934	0.04659446716
935	0.04650414944
936	0.0464528656
937	0.04636064053
938	0.04629388809
939	0.04621766567
940	0.04614262104
941	0.04607082367
942	0.04599341393
943	0.04592817783
944	0.04583873749
945	0.04580748558
946	0.04575470924
947	0.04567593575
948	0.0456156826
949	0.04556148529
950	0.04549653053
951	0.04540020943
952	0.04534276009
953	0.04527024746
954	0.04519844532
955	0.04513106823
956	0.04506548882
957	0.04499639034
958	0.0449394083
959	0.04488573074
960	0.04481664658
961	0.04475699902
962	0.04468601227
963	0.04463240147
964	0.04454993248
965	0.04444867611
966	0.04437449455
967	0.04431243896
968	0.04424173832
969	0.04413949966
970	0.04405032158
971	0.04398842812
972	0.04392508507
973	0.04385869026
974	0.04379290104
975	0.04372572899
976	0.04363392353
977	0.04355025291
978	0.04351255894
979	0.0434601593
980	0.04337443352
981	0.04329773426
982	0.04324289322
983	0.04318466663
984	0.04313392639
985	0.04307156563
986	0.04299141884
987	0.04292226315
988	0.04283889771
989	0.04278313637
990	0.04270197868
991	0.04263908386
992	0.04260879993
993	0.04252457619
994	0.04247736931
995	0.04239499092
996	0.04232776642
997	0.04224605083
998	0.04217202663
999	0.04209835052
